file,size_kb,ptx_version,sm_target,kernel_count,total_static_instructions,unique_opcodes,max_vreg_per_kernel,shared_mem_max_bytes,l2_pressure_score,l2_contention_risk,coalescing_ratio,shared_to_global_ratio,arithmetic_intensity,atomic_density_per1k,primary_domain,compute,memory,overhead,ld_global,st_global,ld_shared,st_shared,atom_global,red_global,cp_async,vector_ld,coalesced_patterns,uncoalesced_patterns,shared_bank_risk,predicated_branches
00972_uniform_flow_matmul_base.ptx,8.16,8.5,sm_87,1,162,29,69,0,5,LOW,1.0,7.0,1.325,0.0,AI_TRAINING,72,51,39,4,1,32,3,0,0,0,0,5,0,0,6
00973_multi_tile_mapping_base.ptx,13.03,8.5,sm_87,1,299,28,181,0,12,LOW,1.0,5.833,1.415,0.0,AI_TRAINING,136,93,70,8,4,64,6,0,0,0,0,4,0,0,16
00974_balanced_workload_matmul_base_base.ptx,14.27,8.5,sm_87,1,334,29,203,0,13,LOW,1.0,6.769,1.248,0.0,AI_TRAINING,148,112,74,9,4,80,8,0,0,0,0,6,0,0,16
00974_unroll_loops_base.ptx,1.42,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00974_warp_broadcast_bias_base.ptx,12.14,8.5,sm_87,2,271,62,85,0,8,LOW,,0.0,10.375,0.0,HPC_LINEAR_ALGEBRA,101,21,149,6,2,0,0,0,0,0,0,0,0,0,14
00975_fused_thread_indexing_base.ptx,2.71,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
00975_modular_grid_stride_base.ptx,27.51,8.5,sm_87,2,718,62,220,0,24,LOW,,0.0,11.083,0.0,HPC_LINEAR_ALGEBRA,317,38,363,16,8,0,0,0,0,0,0,0,0,0,35
00975_streamed_balanced_matmul_base.ptx,14.83,8.5,sm_87,1,341,29,203,0,13,LOW,1.0,6.769,1.307,0.0,AI_TRAINING,154,113,74,9,4,80,8,0,0,0,0,6,0,0,16
00976_9_ResNet18_unroll_pragma_base.ptx,1.55,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00976_optimized_matmul_kernel_base.ptx,13.08,8.5,sm_87,1,299,28,181,0,12,LOW,1.0,5.833,1.415,0.0,AI_TRAINING,136,93,70,8,4,64,6,0,0,0,0,4,0,0,16
00976_unrolled_grid_stride_edit_1_base.ptx,28.49,8.5,sm_87,2,734,54,293,0,24,LOW,,0.0,11.5,0.0,HPC_LINEAR_ALGEBRA,324,36,374,16,8,0,0,0,0,0,0,0,0,0,32
00977_optimized_thread_block_indexing_base.ptx,2.92,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
00977_streamed_balanced_matmul_base.ptx,14.83,8.5,sm_87,1,341,29,203,0,13,LOW,1.0,6.769,1.307,0.0,AI_TRAINING,154,113,74,9,4,80,8,0,0,0,0,6,0,0,16
00978_fused_blocksize_opt_base.ptx,2.69,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
00978_optimized_tiled_gemm_base.ptx,12.96,8.5,sm_87,1,299,28,181,0,12,LOW,1.0,5.833,1.415,0.0,AI_TRAINING,136,93,70,8,4,64,6,0,0,0,0,4,0,0,16
00978_warp_broadcast_bias_edit_1.ptx,10.69,8.5,sm_87,2,223,54,83,0,8,LOW,1.0,0.0,10.5,0.0,HPC_LINEAR_ALGEBRA,98,20,105,6,2,0,0,0,0,0,0,6,0,0,10
00979_coalesced_fused_relu_memcoalesced_base.ptx,4.64,8.5,sm_87,2,50,15,25,0,6,LOW,1.0,0.0,3.333,0.0,AI_TRAINING,22,14,14,4,2,0,0,0,0,0,2,2,0,0,2
00979_modular_grid_stride_edit_1.ptx,27.53,8.5,sm_87,2,718,62,220,0,24,LOW,,0.0,11.083,0.0,HPC_LINEAR_ALGEBRA,317,38,363,16,8,0,0,0,0,0,0,0,0,0,35
00979_streamed_pipelined_matmul_base.ptx,14.56,8.5,sm_87,1,341,29,203,0,13,LOW,1.0,6.769,1.307,0.0,AI_TRAINING,154,113,74,9,4,80,8,0,0,0,0,6,0,0,16
00980_block_size_optimized_base_base.ptx,4.67,8.5,sm_87,1,82,22,35,0,15,LOW,1.0,0.0,2.867,0.0,AI_TRAINING,48,19,15,10,5,0,0,0,0,0,0,4,0,0,5
00981_constant_mem_matmul_base_base.ptx,13.2,8.5,sm_87,1,326,30,203,0,13,LOW,1.0,6.769,1.101,0.0,AI_TRAINING,142,112,72,9,4,80,8,0,0,0,0,10,0,0,16
00982_warp_bias_broadcast_edit_2_base.ptx,11.47,8.5,sm_87,2,254,60,83,0,8,LOW,,0.0,9.0,0.0,HPC_LINEAR_ALGEBRA,90,19,145,6,2,0,0,0,0,0,0,0,0,0,14
00983_coalesced_matmul_base.ptx,7.91,8.5,sm_87,1,154,27,69,0,5,LOW,1.0,6.8,1.256,0.0,AI_TRAINING,59,50,45,4,1,32,2,0,0,0,0,3,0,0,9
00983_coalesced_memory_edit_1_base.ptx,27.55,8.5,sm_87,2,718,63,220,0,24,LOW,1.0,0.0,11.083,0.0,HPC_LINEAR_ALGEBRA,317,38,363,16,8,0,0,0,0,0,0,1,0,0,35
00984_fused_resblock_base.ptx,4.21,8.5,sm_87,1,74,23,28,0,15,LOW,1.0,0.0,2.467,0.0,AI_TRAINING,42,18,14,10,5,0,0,0,0,0,0,4,0,0,5
00984_unrolled_loop_matmul_base.ptx,13.18,8.5,sm_87,1,326,30,203,0,13,LOW,1.0,6.769,1.101,0.0,AI_TRAINING,142,112,72,9,4,80,8,0,0,0,0,10,0,0,16
00985_atomic_optimized_resblock_base.ptx,4.29,8.5,sm_87,1,75,23,29,0,15,LOW,1.0,0.0,2.6,0.0,AI_TRAINING,44,18,13,10,5,0,0,0,0,0,0,4,0,0,5
00985_shared_memory_optimization_edit_1.ptx,10.92,8.5,sm_87,2,234,61,75,0,6,LOW,,0.667,8.0,0.0,HPC_LINEAR_ALGEBRA,94,22,118,4,2,2,2,0,0,0,0,0,0,0,10
00986_unrolled_matmul_kernel_base.ptx,13.17,8.5,sm_87,1,326,30,203,0,13,LOW,1.0,6.769,1.101,0.0,AI_TRAINING,142,112,72,9,4,80,8,0,0,0,0,10,0,0,16
00986_warp_bias_broadcast_edit_2_edit_1.ptx,12.07,8.5,sm_87,2,261,68,78,0,8,LOW,1.0,0.5,6.5,0.0,HPC_LINEAR_ALGEBRA,96,23,142,6,2,2,2,0,0,0,0,2,0,0,14
00986_warp_level_avgpool_fused_base.ptx,5.06,8.5,sm_87,2,76,29,25,0,5,LOW,1.0,0.0,4.4,0.0,AI_TRAINING,28,14,34,3,2,0,0,0,0,0,0,2,0,0,6
00987_coalesced_memory_edit_1_edit_1.ptx,27.58,8.5,sm_87,2,718,63,220,0,24,LOW,1.0,0.0,11.083,0.0,HPC_LINEAR_ALGEBRA,317,38,363,16,8,0,0,0,0,0,0,1,0,0,35
00987_fused_aligned_load_base.ptx,3.87,8.5,sm_87,1,51,20,21,0,6,LOW,1.0,0.0,4.0,0.0,AI_TRAINING,28,10,13,4,2,0,0,0,0,0,2,2,0,0,4
00988_fused_resblock_blocksize_tuning_base.ptx,4.39,8.5,sm_87,1,74,23,28,0,15,LOW,1.0,0.0,2.467,0.0,AI_TRAINING,42,18,14,10,5,0,0,0,0,0,0,4,0,0,5
00988_optimized_thread_indexing_base.ptx,10.56,8.5,sm_87,1,248,27,109,0,41,LOW,1.0,0.0,3.024,0.0,AI_TRAINING,146,52,50,40,1,0,0,0,0,0,0,25,0,0,21
00989_fused_branchless_add_relu_base.ptx,4.44,8.5,sm_87,1,76,24,28,0,15,LOW,1.0,0.0,2.467,0.0,AI_TRAINING,42,18,16,10,5,0,0,0,0,0,0,4,0,0,5
00990_fused_ldg_vectorized_base.ptx,3.97,8.5,sm_87,1,54,21,22,0,6,LOW,1.0,0.0,4.167,0.0,AI_TRAINING,29,10,15,4,2,0,0,0,0,0,2,2,0,0,4
00990_grid3d_indexing_opt_base.ptx,10.41,8.5,sm_87,2,224,57,74,0,6,LOW,,0.0,14.333,0.0,HPC_LINEAR_ALGEBRA,98,16,110,4,2,0,0,0,0,0,0,0,0,0,6
00991_uniform_control_flow_no_divergence_base.ptx,10.08,8.5,sm_87,2,208,54,74,0,6,LOW,,0.0,12.0,0.0,HPC_LINEAR_ALGEBRA,86,16,106,4,2,0,0,0,0,0,0,0,0,0,10
00992_modular_device_funcs_edit_1_base.ptx,9.69,8.5,sm_87,2,200,53,74,0,6,LOW,,0.0,11.667,0.0,HPC_LINEAR_ALGEBRA,82,18,100,4,2,0,0,0,0,0,0,0,0,0,8
00994_fused_vectorized_branchless_base.ptx,3.74,8.5,sm_87,1,54,24,31,0,6,LOW,1.0,0.0,3.833,0.0,AI_TRAINING,27,9,18,4,2,0,0,0,0,0,1,2,0,0,4
00995_fused_nonatomic_resblock_base_base.ptx,6.28,8.5,sm_87,1,135,24,49,0,36,LOW,1.0,0.0,1.444,0.0,AI_TRAINING,67,40,28,24,12,0,0,0,0,0,0,3,0,0,15
00995_uniform_control_flow_no_divergence_edit_1.ptx,10.27,8.5,sm_87,2,211,52,74,0,6,LOW,,0.0,12.333,0.0,HPC_LINEAR_ALGEBRA,88,16,107,4,2,0,0,0,0,0,0,0,0,0,10
00996_block_size_opt_base.ptx,8.91,8.5,sm_87,1,187,25,111,0,3,LOW,1.0,22.0,0.884,0.0,AI_TRAINING,73,80,34,2,1,64,2,0,0,0,0,3,0,0,5
00997_modular_func_optimized_base.ptx,4.4,8.5,sm_87,1,73,36,27,0,3,LOW,,0.0,7.0,0.0,AI_TRAINING,27,9,37,2,1,0,0,0,0,0,0,0,0,0,4
00997_tiled_ldg_128_base.ptx,6.95,8.5,sm_87,1,127,26,81,0,3,LOW,1.0,7.333,1.8,0.0,AI_TRAINING,57,36,34,2,1,20,2,0,0,0,0,3,0,0,5
00998_fused_resnet_block_base.ptx,4.19,8.5,sm_87,1,74,23,28,0,15,LOW,1.0,0.0,2.467,0.0,AI_TRAINING,42,18,14,10,5,0,0,0,0,0,0,4,0,0,5
00998_modular_device_funcs_improved_base.ptx,9.71,8.5,sm_87,2,200,53,74,0,6,LOW,,0.0,11.667,0.0,HPC_LINEAR_ALGEBRA,82,18,100,4,2,0,0,0,0,0,0,0,0,0,8
00998_strided_loop_tall_skinny_base.ptx,13.82,8.5,sm_87,1,358,30,139,0,62,MEDIUM,1.0,0.0,2.968,0.0,AI_TRAINING,214,73,71,56,6,0,0,0,0,0,0,30,0,0,30
00999_block_size_128_opt_base.ptx,10.04,8.5,sm_87,2,206,53,74,0,6,LOW,,0.0,12.667,0.0,HPC_LINEAR_ALGEBRA,88,18,100,4,2,0,0,0,0,0,0,0,0,0,8
00999_fused_resblock_base.ptx,2.67,8.5,sm_87,1,23,16,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,9,6,8,2,1,0,0,0,0,0,0,1,0,0,2
01000_block_size_opt_edit_1.ptx,8.93,8.5,sm_87,1,187,25,111,0,3,LOW,1.0,22.0,0.884,0.0,AI_TRAINING,73,80,34,2,1,64,2,0,0,0,0,3,0,0,5
01000_block_size_tuning_128_base.ptx,27.45,8.5,sm_87,2,715,62,220,0,24,LOW,,0.0,10.917,0.0,HPC_LINEAR_ALGEBRA,313,39,363,16,8,0,0,0,0,0,0,0,0,0,35
01001_tiled_ldg_128_edit_1.ptx,6.97,8.5,sm_87,1,127,26,81,0,3,LOW,1.0,7.333,1.8,0.0,AI_TRAINING,57,36,34,2,1,20,2,0,0,0,0,3,0,0,5
01002_fused_resblock_2d_base_base.ptx,3.19,8.5,sm_87,1,29,17,14,0,3,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,11,7,11,2,1,0,0,0,0,0,0,1,0,0,1
01002_modular_device_funcs_improved_edit_1.ptx,9.73,8.5,sm_87,2,200,53,74,0,6,LOW,,0.0,11.667,0.0,HPC_LINEAR_ALGEBRA,82,18,100,4,2,0,0,0,0,0,0,0,0,0,8
01002_strided_loop_tall_skinny_edit_1.ptx,13.84,8.5,sm_87,1,358,30,139,0,62,MEDIUM,1.0,0.0,2.968,0.0,AI_TRAINING,214,73,71,56,6,0,0,0,0,0,0,30,0,0,30
01003_fused_resblock_shared_memory_base.ptx,4.52,8.5,sm_87,1,72,19,22,0,12,LOW,1.0,0.667,1.0,0.0,AI_TRAINING,29,23,20,8,4,4,4,0,0,0,0,1,0,0,10
01004_block_size_tuning_128_edit_1.ptx,27.47,8.5,sm_87,2,715,62,220,0,24,LOW,,0.0,10.917,0.0,HPC_LINEAR_ALGEBRA,313,39,363,16,8,0,0,0,0,0,0,0,0,0,35
01004_vectorized_add_relu_base_base.ptx,7.93,8.5,sm_87,1,183,30,145,0,30,LOW,1.0,0.0,3.6,0.0,AI_TRAINING,118,33,32,20,10,0,0,0,0,0,5,8,0,0,10
01004_warp_aligned_matmul_base.ptx,9.1,8.5,sm_87,1,188,26,113,0,3,LOW,1.0,22.0,0.913,0.0,AI_TRAINING,75,80,33,2,1,64,2,0,0,0,0,3,0,0,5
01005_6_Conv3d_Softmax_MaxPool_MaxPool.ptx,1.58,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01005_fc_atomic_base.ptx,6.58,8.5,sm_87,1,137,30,53,0,14,LOW,1.0,2.3,1.394,7.3,HPC_STENCIL,59,39,39,10,0,15,8,1,0,0,0,4,0,0,13
01006_aligned_ldg_128_base.ptx,6.97,8.5,sm_87,1,127,26,81,0,3,LOW,1.0,7.333,1.8,0.0,AI_TRAINING,57,36,34,2,1,20,2,0,0,0,0,3,0,0,5
01006_fused_resblock_module_base.ptx,4.25,8.5,sm_87,1,75,23,29,0,15,LOW,1.0,0.0,2.6,0.0,AI_TRAINING,44,18,13,10,5,0,0,0,0,0,0,4,0,0,5
01007_fused_resblock_warpreduction_base_base.ptx,5.94,8.5,sm_87,1,108,30,67,0,3,LOW,1.0,0.667,5.0,0.0,AI_TRAINING,30,11,67,2,1,1,1,0,0,0,0,1,0,0,5
01007_vectorized_1d_mapping_edit_1.ptx,14.81,8.5,sm_87,1,383,30,166,0,81,MEDIUM,1.0,0.0,2.321,0.0,AI_TRAINING,227,92,64,80,1,0,0,0,0,0,0,21,0,0,33
01008_warp_aligned_matmul_edit_1.ptx,9.12,8.5,sm_87,1,188,26,113,0,3,LOW,1.0,22.0,0.913,0.0,AI_TRAINING,75,80,33,2,1,64,2,0,0,0,0,3,0,0,5
01009_fused_double_maxpool_base.ptx,6.15,8.5,sm_87,1,118,29,84,0,2,LOW,1.0,1.0,9.5,0.0,HPC_REDUCTION,44,13,61,1,1,1,1,0,0,0,0,2,0,0,4
01010_modular_fused_maxpool_base.ptx,5.45,8.5,sm_87,1,94,22,43,0,17,LOW,1.0,0.0,2.706,0.0,AI_TRAINING,50,26,18,16,1,0,0,0,0,0,0,2,0,0,2
01011_fused_double_maxpool_no_sync_base.ptx,6.45,8.5,sm_87,1,131,25,101,0,3,LOW,1.0,0.0,17.667,0.0,HPC_REDUCTION,60,12,59,2,1,0,0,0,0,0,0,3,0,0,3
01011_tiled_ldg_combined_base.ptx,7.01,8.5,sm_87,1,127,26,81,0,3,LOW,1.0,7.333,1.8,0.0,AI_TRAINING,57,36,34,2,1,20,2,0,0,0,0,3,0,0,5
01013_fused_double_maxpool_aligned_base.ptx,6.44,8.5,sm_87,1,117,29,84,0,2,LOW,1.0,1.0,9.5,0.0,HPC_REDUCTION,44,13,60,1,1,1,1,0,0,0,0,2,0,0,4
01013_tiled_vectorized_base.ptx,7.45,8.5,sm_87,1,139,25,70,0,3,LOW,1.0,11.333,1.216,0.0,AI_TRAINING,57,48,34,2,1,32,2,0,0,0,0,3,0,0,5
01014_tiled_unroll_base.ptx,7.41,8.5,sm_87,1,131,28,85,0,3,LOW,1.0,7.333,1.96,0.0,AI_TRAINING,61,36,34,2,1,20,2,0,0,0,0,3,0,0,5
01014_warp_optimized_maxpool_base.ptx,6.39,8.5,sm_87,1,122,30,85,0,2,LOW,1.0,1.0,9.75,0.0,HPC_REDUCTION,46,13,63,1,1,1,1,0,0,0,0,2,0,0,5
01016_fused_maxpool_blocksize_experiment_base.ptx,6.07,8.5,sm_87,1,100,30,64,0,2,LOW,1.0,2.5,4.857,0.0,AI_TRAINING,43,16,41,1,1,3,2,0,0,0,0,2,0,0,7
01018_efficient_fused_pooling_base.ptx,6.33,8.5,sm_87,1,115,27,56,0,2,LOW,1.0,10.0,1.636,0.0,AI_TRAINING,46,31,38,1,1,13,7,0,0,0,0,2,0,0,8
01018_resnet18_unroll_base.ptx,1.45,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01018_tiled_unroll_edit_1.ptx,9.02,8.5,sm_87,1,171,28,153,0,3,LOW,1.0,14.0,1.533,0.0,AI_TRAINING,81,56,34,2,1,40,2,0,0,0,0,3,0,0,5
01019_unified_maxpool_kernel_base.ptx,6.34,8.5,sm_87,1,122,30,85,0,2,LOW,1.0,1.0,9.75,0.0,HPC_REDUCTION,46,13,63,1,1,1,1,0,0,0,0,2,0,0,5
01020_resnet18_unrolled_base.ptx,1.47,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01020_unified_maxpool_kernel_base.ptx,6.34,8.5,sm_87,1,122,30,85,0,2,LOW,1.0,1.0,9.75,0.0,HPC_REDUCTION,46,13,63,1,1,1,1,0,0,0,0,2,0,0,5
01021_fused_softmax_pool_base.ptx,6.35,8.5,sm_87,1,120,29,84,0,2,LOW,1.0,1.0,9.5,0.0,HPC_REDUCTION,45,13,62,1,1,1,1,0,0,0,0,2,0,0,5
01022_modular_tiled_base_base.ptx,7.66,8.5,sm_87,1,148,26,70,0,5,LOW,1.0,6.8,1.282,0.0,AI_TRAINING,60,50,38,4,1,32,2,0,0,0,0,3,0,0,7
01022_resnet18_unroll_edit_1.ptx,1.47,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01023_modular_fused_maxpool_base_base.ptx,7.02,8.5,sm_87,1,141,31,93,0,2,LOW,1.0,1.0,10.25,0.0,HPC_REDUCTION,50,13,78,1,1,1,1,0,0,0,0,2,0,0,5
01024_divergence_free_maxpool_base_base.ptx,6.53,8.5,sm_87,1,117,29,82,0,2,LOW,1.0,1.0,9.25,0.0,HPC_REDUCTION,43,13,61,1,1,1,1,0,0,0,0,2,0,0,5
01024_resnet18_unrolled_edit_1.ptx,1.49,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01025_modular_fused_maxpool_base_base.ptx,6.32,8.5,sm_87,1,119,29,83,0,2,LOW,1.0,1.0,9.0,0.0,HPC_REDUCTION,43,13,63,1,1,1,1,0,0,0,0,2,0,0,5
01027_optimize_thread_block_indexing_base.ptx,9.37,8.5,sm_87,1,187,25,111,0,3,LOW,1.0,22.0,0.884,0.0,AI_TRAINING,73,80,34,2,1,64,2,0,0,0,0,3,0,0,5
01027_stride_loop_maxpool_base_base.ptx,9.69,8.5,sm_87,1,222,35,133,0,8,LOW,1.0,0.25,8.7,0.0,HPC_REDUCTION,106,19,97,7,1,1,1,0,0,0,0,6,0,0,18
01028_modular_device_functions_base.ptx,7.32,8.5,sm_87,1,140,26,64,0,3,LOW,1.0,11.333,1.243,0.0,AI_TRAINING,58,48,34,2,1,32,2,0,0,0,0,3,0,0,5
01028_resnet18_shared_base.ptx,2.81,8.5,sm_87,1,28,18,11,0,3,LOW,1.0,0.667,1.6,0.0,AI_TRAINING,9,9,10,2,1,1,1,0,0,0,0,1,0,0,1
01028_streamed_overlap_maxpool_base.ptx,6.73,8.5,sm_87,1,127,30,90,0,2,LOW,1.0,1.0,10.5,0.0,HPC_REDUCTION,50,15,62,1,1,1,1,0,0,0,0,2,0,0,5
01029_9_tall_skinny_atomic_base.ptx,68.26,8.5,sm_87,1,1921,37,1022,0,133,MEDIUM,1.0,1.566,1.565,0.52,HPC_STENCIL,658,343,920,128,1,10,192,1,0,0,0,98,0,0,138
01029_strided_maxpool_base_base.ptx,15.28,8.5,sm_87,1,410,30,254,0,8,LOW,1.0,1.0,10.0,0.0,HPC_REDUCTION,187,27,196,4,4,4,4,0,0,0,0,8,0,0,29
01031_optimize_thread_block_indexing_edit_1.ptx,9.61,8.5,sm_87,1,194,28,109,0,4,LOW,1.0,17.0,0.875,0.0,AI_TRAINING,74,83,37,3,1,64,4,0,0,0,0,3,0,0,6
01032_modular_device_functions_edit_1.ptx,7.35,8.5,sm_87,1,140,26,64,0,3,LOW,1.0,11.333,1.243,0.0,AI_TRAINING,58,48,34,2,1,32,2,0,0,0,0,3,0,0,5
01032_resnet18_shared_edit_1.ptx,2.83,8.5,sm_87,1,28,18,11,0,3,LOW,1.0,0.667,1.6,0.0,AI_TRAINING,9,9,10,2,1,1,1,0,0,0,0,1,0,0,1
01033_9_tall_skinny_atomic_edit_1.ptx,68.28,8.5,sm_87,1,1921,37,1022,0,133,MEDIUM,1.0,1.566,1.565,0.52,HPC_STENCIL,658,343,920,128,1,10,192,1,0,0,0,98,0,0,138
01033_optimized_fused_add_relu_base.ptx,3.03,8.5,sm_87,1,29,19,11,0,3,LOW,1.0,0.667,1.6,0.0,AI_TRAINING,9,9,11,2,1,1,1,0,0,0,0,1,0,0,1
01034_fused_maxpool_opt_base.ptx,7.06,8.5,sm_87,1,140,30,99,0,2,LOW,1.0,1.0,13.0,0.0,HPC_REDUCTION,62,15,63,1,1,1,1,0,0,0,0,2,0,0,8
01034_optimized_fuse_add_relu_base.ptx,2.82,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
01035_fused_add_relu_unroll_base.ptx,8.89,8.5,sm_87,1,219,27,91,0,60,MEDIUM,1.0,0.0,1.467,0.0,AI_TRAINING,98,64,57,40,20,0,0,0,0,0,0,3,0,0,10
01036_fused_add_relu_unroll_opt_base.ptx,3.02,8.5,sm_87,1,28,18,11,0,3,LOW,1.0,0.667,1.6,0.0,AI_TRAINING,9,9,10,2,1,1,1,0,0,0,0,1,0,0,1
01036_fused_maxpool32_base.ptx,6.37,8.5,sm_87,1,131,25,101,0,3,LOW,1.0,0.0,17.667,0.0,HPC_REDUCTION,60,12,59,2,1,0,0,0,0,0,0,3,0,0,3
01036_optimize_coalesced_matmul_base.ptx,16.36,8.5,sm_87,2,362,25,111,0,6,LOW,1.0,22.0,0.848,0.0,AI_TRAINING,137,158,67,4,2,128,4,0,0,0,0,5,0,0,10
01037_efficient_fused_pooling_base.ptx,6.33,8.5,sm_87,1,115,27,56,0,2,LOW,1.0,10.0,1.636,0.0,AI_TRAINING,46,31,38,1,1,13,7,0,0,0,0,2,0,0,8
01038_optimized_fuse_add_relu_edit_1.ptx,2.84,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
01038_stride_loop_maxpool_optimized_base.ptx,15.75,8.5,sm_87,1,410,30,254,0,8,LOW,1.0,1.0,10.0,0.0,HPC_REDUCTION,187,27,196,4,4,4,4,0,0,0,0,8,0,0,29
01039_fused_add_relu_unroll_edit_1.ptx,8.92,8.5,sm_87,1,219,27,91,0,60,MEDIUM,1.0,0.0,1.467,0.0,AI_TRAINING,98,64,57,40,20,0,0,0,0,0,0,3,0,0,10
01039_grid_indexed_maxpool_base.ptx,6.33,8.5,sm_87,1,116,29,82,0,2,LOW,1.0,1.0,9.25,0.0,AI_TRAINING,43,13,60,1,1,1,1,0,0,0,0,2,0,0,4
01040_optimize_coalesced_matmul_edit_1.ptx,16.38,8.5,sm_87,2,362,25,111,0,6,LOW,1.0,22.0,0.848,0.0,AI_TRAINING,137,158,67,4,2,128,4,0,0,0,0,5,0,0,10
01040_strided_modular_maxpool_base.ptx,7.47,8.5,sm_87,1,142,30,94,0,2,LOW,1.0,2.0,8.167,0.0,CRYPTOGRAPHY,63,17,62,1,1,2,2,0,0,0,0,2,0,0,13
01041_coalesced_maxpool_base_base.ptx,14.64,8.5,sm_87,1,391,31,235,0,8,LOW,1.0,1.0,8.562,0.0,HPC_REDUCTION,168,27,196,4,4,4,4,0,0,0,0,4,0,0,29
01041_modular_optimized_resnet18_base.ptx,2.88,8.5,sm_87,1,23,14,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,8,2,1,0,0,0,0,0,0,1,0,0,1
01041_warp_optimized_reduction_edit_1.ptx,7.35,8.5,sm_87,1,140,26,64,0,3,LOW,1.0,11.333,1.243,0.0,AI_TRAINING,58,48,34,2,1,32,2,0,0,0,0,3,0,0,5
01042_warp_optimized_fuse_add_relu_base.ptx,2.93,8.5,sm_87,1,26,15,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,11,2,1,0,0,0,0,0,0,1,0,0,1
01043_blocksize_experiment_maxpool_base.ptx,6.25,8.5,sm_87,1,115,30,79,0,2,LOW,1.0,1.0,9.25,0.0,HPC_REDUCTION,44,14,57,1,1,1,1,0,0,0,0,2,0,0,5
01043_efficient_thread_block_mapping_base.ptx,9.12,8.5,sm_87,1,188,26,112,0,3,LOW,1.0,22.0,0.899,0.0,AI_TRAINING,74,80,34,2,1,64,2,0,0,0,0,3,0,0,5
01043_fused_add_relu_unroll_base.ptx,7.25,8.5,sm_87,1,168,24,55,0,36,LOW,1.0,0.0,2.5,0.0,AI_TRAINING,103,40,25,24,12,0,0,0,0,0,0,12,0,0,13
01044_fused_add_relu_shared_mem_base.ptx,3.16,8.5,sm_87,1,34,18,12,0,3,LOW,1.0,1.333,1.429,0.0,HPC_REDUCTION,11,11,12,2,1,2,2,0,0,0,0,2,0,0,2
01044_optimized_index_mapping_base.ptx,9.3,8.5,sm_87,1,187,25,111,0,3,LOW,1.0,22.0,0.884,0.0,AI_TRAINING,73,80,34,2,1,64,2,0,0,0,0,3,0,0,5
01044_optimized_shared_maxpool_base_base.ptx,6.46,8.5,sm_87,1,111,30,73,0,2,LOW,1.0,2.5,6.571,0.0,AI_TRAINING,50,17,44,1,1,3,2,0,0,0,0,2,0,0,5
01045_coalesced_tiled_matmul_base.ptx,8.8,8.5,sm_87,1,175,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,78,33,2,1,64,2,0,0,0,0,2,0,0,5
01045_stream_pipelined_maxpool_opt_base.ptx,6.97,8.5,sm_87,1,124,30,86,0,2,LOW,1.0,1.0,10.0,0.0,HPC_REDUCTION,47,15,62,1,1,1,1,0,0,0,0,2,0,0,6
01046_stream_pipelined_matmul_base.ptx,7.62,8.5,sm_87,1,143,27,66,0,3,LOW,1.0,11.333,1.297,0.0,AI_TRAINING,60,49,34,2,1,32,2,0,0,0,0,3,0,0,5
01046_warp_optimized_fuse_add_relu_edit_1.ptx,2.85,8.5,sm_87,1,22,13,11,0,3,LOW,1.0,0.0,2.333,0.0,AI_TRAINING,8,7,7,2,1,0,0,0,0,0,0,1,0,0,1
